0.019 pkt: 0 | received
5.243 pkt: 2557 | received
5.243 ACK: 2528 | sent
5.244 pkt: 2558 | received
5.244 ACK: 2528 | sent
5.245 pkt: 2559 | received
5.245 ACK: 2528 | sent
5.253 pkt: 2560 | received
5.253 ACK: 2528 | sent
5.253 pkt: 2529 | received
5.253 ACK: 2548 | sent
5.254 pkt: 2529 | received
5.254 ACK: 2548 | sent
5.280 pkt: 2529 | received
5.280 ACK: 2548 | sent
5.280 pkt: 2529 | received
5.281 ACK: 2548 | sent
5.281 pkt: 2529 | received
5.281 ACK: 2548 | sent
5.281 pkt: 2529 | received
5.281 ACK: 2548 | sent
5.282 pkt: 2529 | received
5.285 ACK: 2548 | sent
5.285 pkt: 2529 | received
5.285 ACK: 2548 | sent
5.285 pkt: 2529 | received
5.285 ACK: 2548 | sent
5.286 pkt: 2529 | received
5.286 ACK: 2548 | sent
5.287 pkt: 2529 | received
5.287 ACK: 2548 | sent
5.292 pkt: 2529 | received
5.292 ACK: 2548 | sent
5.292 pkt: 2561 | received
5.292 ACK: 2548 | sent
5.356 pkt: 2562 | received
5.356 ACK: 2548 | sent
5.356 pkt: 2563 | received
5.356 ACK: 2548 | sent
5.356 pkt: 2564 | received
5.356 ACK: 2548 | sent
5.358 pkt: 2565 | received
5.358 ACK: 2548 | sent
5.359 pkt: 2566 | received
5.359 ACK: 2548 | sent
5.360 pkt: 2567 | received
5.360 ACK: 2548 | sent
5.361 pkt: 2568 | received
5.361 ACK: 2548 | sent
5.365 pkt: 2569 | received
5.365 ACK: 2548 | sent
5.365 pkt: 2570 | received
5.365 ACK: 2548 | sent
5.366 pkt: 2571 | received
5.366 ACK: 2548 | sent
5.367 pkt: 2572 | received
5.367 ACK: 2548 | sent
5.369 pkt: 2573 | received
5.369 ACK: 2548 | sent
5.369 pkt: 2574 | received
5.369 ACK: 2548 | sent
5.370 pkt: 2575 | received
5.370 ACK: 2548 | sent
5.371 pkt: 2576 | received
5.371 ACK: 2548 | sent
5.373 pkt: 2577 | received
5.373 ACK: 2548 | sent
5.374 pkt: 2578 | received
5.374 ACK: 2548 | sent
5.375 pkt: 2579 | received
5.375 ACK: 2548 | sent
5.376 pkt: 2580 | received
5.376 ACK: 2548 | sent
5.378 pkt: 2549 | received
5.378 ACK: 2580 | sent
5.378 pkt: 2549 | received
5.378 ACK: 2580 | sent
5.380 pkt: 2549 | received
5.380 ACK: 2580 | sent
5.381 pkt: 2549 | received
5.381 ACK: 2580 | sent
5.382 pkt: 2549 | received
5.382 ACK: 2580 | sent
5.383 pkt: 2549 | received
5.383 ACK: 2580 | sent
5.384 pkt: 2549 | received
5.384 ACK: 2580 | sent
5.390 pkt: 2549 | received
5.390 ACK: 2580 | sent
5.390 pkt: 2549 | received
5.390 ACK: 2580 | sent
5.392 pkt: 2549 | received
5.392 ACK: 2580 | sent
5.393 pkt: 2549 | received
5.393 ACK: 2580 | sent
5.394 pkt: 2549 | received
5.394 ACK: 2580 | sent
5.395 pkt: 2549 | received
5.395 ACK: 2580 | sent
5.397 pkt: 2549 | received
5.397 ACK: 2580 | sent
5.403 pkt: 2549 | received
5.403 ACK: 2580 | sent
5.403 pkt: 2581 | received
5.403 ACK: 2581 | sent
5.404 pkt: 2582 | received
5.404 ACK: 2582 | sent
5.405 pkt: 2583 | received
5.405 ACK: 2583 | sent
5.409 pkt: 2584 | received
5.409 ACK: 2584 | sent
5.409 pkt: 2585 | received
5.409 ACK: 2585 | sent
5.410 pkt: 2586 | received
5.410 ACK: 2586 | sent
5.412 pkt: 2587 | received
5.412 ACK: 2587 | sent
5.412 pkt: 2588 | received
5.413 ACK: 2588 | sent
5.414 pkt: 2589 | received
5.414 ACK: 2589 | sent
5.415 pkt: 2590 | received
5.415 ACK: 2590 | sent
5.429 pkt: 2591 | received
5.429 ACK: 2591 | sent
5.430 pkt: 2592 | received
5.430 ACK: 2592 | sent
5.431 pkt: 2593 | received
5.431 ACK: 2593 | sent
5.432 pkt: 2594 | received
5.432 ACK: 2594 | sent
5.433 pkt: 2595 | received
5.433 ACK: 2595 | sent
5.436 pkt: 2596 | received
5.436 ACK: 2596 | sent
5.436 pkt: 2597 | received
5.437 ACK: 2597 | sent
5.437 pkt: 2598 | received
5.437 ACK: 2598 | sent
5.440 pkt: 2599 | received
5.441 ACK: 2599 | sent
5.441 pkt: 2600 | received
5.441 ACK: 2600 | sent
5.441 pkt: 2601 | received
5.441 ACK: 2601 | sent
5.443 pkt: 2602 | received
5.443 ACK: 2602 | sent
5.444 pkt: 2603 | received
5.444 ACK: 2603 | sent
5.445 pkt: 2604 | received
5.445 ACK: 2604 | sent
5.453 pkt: 2605 | received
5.453 ACK: 2605 | sent
5.454 pkt: 2606 | received
5.454 ACK: 2606 | sent
5.454 pkt: 2607 | received
5.454 ACK: 2607 | sent
5.455 pkt: 2608 | received
5.455 ACK: 2608 | sent
5.457 pkt: 2609 | received
5.457 ACK: 2609 | sent
5.459 pkt: 2610 | received
5.459 ACK: 2610 | sent
5.459 pkt: 2611 | received
5.459 ACK: 2611 | sent
5.461 pkt: 2612 | received
5.461 ACK: 2612 | sent
5.461 pkt: 2581 | received
5.462 ACK: 2612 | sent
5.464 pkt: 2581 | received
5.464 ACK: 2612 | sent
5.464 pkt: 2581 | received
5.464 ACK: 2612 | sent
5.465 pkt: 2581 | received
5.465 ACK: 2612 | sent
5.466 pkt: 2581 | received
5.467 ACK: 2612 | sent
5.474 pkt: 2581 | received
5.474 ACK: 2612 | sent
5.474 pkt: 2613 | received
5.474 ACK: 2613 | sent
5.475 pkt: 2614 | received
5.475 ACK: 2614 | sent
5.476 pkt: 2615 | received
5.476 ACK: 2615 | sent
5.477 pkt: 2616 | received
5.478 ACK: 2616 | sent
5.479 pkt: 2617 | received
5.479 ACK: 2617 | sent
5.485 pkt: 2618 | received
5.485 ACK: 2618 | sent
5.485 pkt: 2619 | received
5.485 ACK: 2619 | sent
5.486 pkt: 2620 | received
5.486 ACK: 2620 | sent
5.487 pkt: 2621 | received
5.487 ACK: 2621 | sent
5.488 pkt: 2622 | received
5.488 ACK: 2622 | sent
5.489 pkt: 2623 | received
5.490 ACK: 2623 | sent
5.495 pkt: 2624 | received
5.495 ACK: 2624 | sent
5.495 pkt: 2625 | received
5.495 ACK: 2625 | sent
5.496 pkt: 2626 | received
5.496 ACK: 2626 | sent
5.497 pkt: 2627 | received
5.497 ACK: 2627 | sent
5.505 pkt: 2628 | received
5.505 ACK: 2628 | sent
5.505 pkt: 2629 | received
5.505 ACK: 2629 | sent
5.506 pkt: 2630 | received
5.506 ACK: 2630 | sent
5.507 pkt: 2631 | received
5.507 ACK: 2631 | sent
5.508 pkt: 2632 | received
5.508 ACK: 2632 | sent
5.509 pkt: 2633 | received
5.509 ACK: 2633 | sent
5.516 pkt: 2634 | received
5.516 ACK: 2634 | sent
5.516 pkt: 2635 | received
5.516 ACK: 2635 | sent
5.517 pkt: 2636 | received
5.517 ACK: 2636 | sent
5.518 pkt: 2637 | received
5.518 ACK: 2637 | sent
5.519 pkt: 2638 | received
5.519 ACK: 2638 | sent
5.535 pkt: 2639 | received
5.535 ACK: 2639 | sent
5.535 pkt: 2640 | received
5.536 ACK: 2640 | sent
5.537 pkt: 2641 | received
5.537 ACK: 2641 | sent
5.537 pkt: 2643 | received
5.538 ACK: 2641 | sent
5.543 pkt: 2644 | received
5.543 ACK: 2641 | sent
5.543 pkt: 2613 | received
5.543 ACK: 2641 | sent
5.545 pkt: 2613 | received
5.545 ACK: 2641 | sent
5.547 pkt: 2613 | received
5.547 ACK: 2641 | sent
5.547 pkt: 2645 | received
5.547 ACK: 2641 | sent
5.551 pkt: 2646 | received
5.551 ACK: 2641 | sent
5.552 pkt: 2647 | received
5.552 ACK: 2641 | sent
5.552 pkt: 2648 | received
5.552 ACK: 2641 | sent
5.552 pkt: 2649 | received
5.552 ACK: 2641 | sent
5.553 pkt: 2650 | received
5.554 ACK: 2641 | sent
5.555 pkt: 2651 | received
5.555 ACK: 2641 | sent
5.556 pkt: 2652 | received
5.556 ACK: 2641 | sent
5.557 pkt: 2653 | received
5.558 ACK: 2641 | sent
5.558 pkt: 2654 | received
5.558 ACK: 2641 | sent
5.559 pkt: 2655 | received
5.559 ACK: 2641 | sent
5.562 pkt: 2656 | received
5.562 ACK: 2641 | sent
5.562 pkt: 2657 | received
5.562 ACK: 2641 | sent
5.563 pkt: 2658 | received
5.563 ACK: 2641 | sent
5.564 pkt: 2660 | received
5.564 ACK: 2641 | sent
5.565 pkt: 2661 | received
5.566 ACK: 2641 | sent
5.566 pkt: 2662 | received
5.566 ACK: 2641 | sent
5.568 pkt: 2663 | received
5.568 ACK: 2641 | sent
5.569 pkt: 2664 | received
5.569 ACK: 2641 | sent
5.570 pkt: 2665 | received
5.570 ACK: 2641 | sent
5.571 pkt: 2666 | received
5.571 ACK: 2641 | sent
5.572 pkt: 2667 | received
5.572 ACK: 2641 | sent
5.573 pkt: 2668 | received
5.573 ACK: 2641 | sent
5.575 pkt: 2669 | received
5.575 ACK: 2641 | sent
5.576 pkt: 2670 | received
5.576 ACK: 2641 | sent
5.577 pkt: 2671 | received
5.577 ACK: 2641 | sent
5.578 pkt: 2672 | received
5.578 ACK: 2641 | sent
5.579 pkt: 2673 | received
5.579 ACK: 2641 | sent
5.580 pkt: 2642 | received
5.580 ACK: 2658 | sent
5.582 pkt: 2642 | received
5.582 ACK: 2658 | sent
5.582 pkt: 2642 | received
5.582 ACK: 2658 | sent
5.584 pkt: 2642 | received
5.584 ACK: 2658 | sent
5.585 pkt: 2642 | received
5.585 ACK: 2658 | sent
5.586 pkt: 2642 | received
5.586 ACK: 2658 | sent
5.587 pkt: 2642 | received
5.587 ACK: 2658 | sent
5.588 pkt: 2642 | received
5.588 ACK: 2658 | sent
5.590 pkt: 2642 | received
5.590 ACK: 2658 | sent
5.590 pkt: 2642 | received
5.591 ACK: 2658 | sent
5.592 pkt: 2642 | received
5.592 ACK: 2658 | sent
5.593 pkt: 2642 | received
5.593 ACK: 2658 | sent
5.596 pkt: 2642 | received
5.596 ACK: 2658 | sent
5.599 pkt: 2642 | received
5.601 ACK: 2658 | sent
5.601 pkt: 2642 | received
5.601 ACK: 2658 | sent
5.601 pkt: 2674 | received
5.601 ACK: 2658 | sent
5.602 pkt: 2675 | received
5.602 ACK: 2658 | sent
5.603 pkt: 2676 | received
5.603 ACK: 2658 | sent
5.604 pkt: 2677 | received
5.604 ACK: 2658 | sent
5.606 pkt: 2678 | received
5.606 ACK: 2658 | sent
5.606 pkt: 2679 | received
5.606 ACK: 2658 | sent
5.607 pkt: 2680 | received
5.607 ACK: 2658 | sent
5.609 pkt: 2681 | received
5.609 ACK: 2658 | sent
5.610 pkt: 2682 | received
5.610 ACK: 2658 | sent
5.611 pkt: 2683 | received
5.611 ACK: 2658 | sent
5.612 pkt: 2684 | received
5.612 ACK: 2658 | sent
5.613 pkt: 2685 | received
5.613 ACK: 2658 | sent
5.614 pkt: 2686 | received
5.614 ACK: 2658 | sent
5.617 pkt: 2687 | received
5.617 ACK: 2658 | sent
5.617 pkt: 2688 | received
5.617 ACK: 2658 | sent
5.618 pkt: 2689 | received
5.618 ACK: 2658 | sent
5.619 pkt: 2690 | received
5.619 ACK: 2658 | sent
5.620 pkt: 2659 | received
5.620 ACK: 2690 | sent
5.621 pkt: 2659 | received
5.621 ACK: 2690 | sent
5.623 pkt: 2659 | received
5.623 ACK: 2690 | sent
5.624 pkt: 2659 | received
5.624 ACK: 2690 | sent
5.625 pkt: 2659 | received
5.625 ACK: 2690 | sent
5.626 pkt: 2659 | received
5.626 ACK: 2690 | sent
5.627 pkt: 2659 | received
5.627 ACK: 2690 | sent
5.628 pkt: 2659 | received
5.628 ACK: 2690 | sent
5.629 pkt: 2659 | received
5.629 ACK: 2690 | sent
5.631 pkt: 2659 | received
5.631 ACK: 2690 | sent
5.634 pkt: 2659 | received
5.634 ACK: 2690 | sent
5.634 pkt: 2659 | received
5.634 ACK: 2690 | sent
5.637 pkt: 2659 | received
5.637 ACK: 2690 | sent
5.640 pkt: 2659 | received
5.640 ACK: 2690 | sent
5.644 pkt: 2691 | received
5.644 ACK: 2691 | sent
5.644 pkt: 2692 | received
5.644 ACK: 2692 | sent
5.645 pkt: 2693 | received
5.645 ACK: 2693 | sent
5.647 pkt: 2694 | received
5.647 ACK: 2694 | sent
5.647 pkt: 2696 | received
5.648 ACK: 2694 | sent
5.649 pkt: 2697 | received
5.649 ACK: 2694 | sent
5.651 pkt: 2698 | received
5.651 ACK: 2694 | sent
5.651 pkt: 2699 | received
5.651 ACK: 2694 | sent
5.652 pkt: 2700 | received
5.652 ACK: 2694 | sent
5.654 pkt: 2701 | received
5.654 ACK: 2694 | sent
5.654 pkt: 2702 | received
5.654 ACK: 2694 | sent
5.656 pkt: 2703 | received
5.656 ACK: 2694 | sent
5.656 pkt: 2704 | received
5.656 ACK: 2694 | sent
5.658 pkt: 2705 | received
5.658 ACK: 2694 | sent
5.659 pkt: 2706 | received
5.659 ACK: 2694 | sent
5.660 pkt: 2707 | received
5.660 ACK: 2694 | sent
5.662 pkt: 2708 | received
5.662 ACK: 2694 | sent
5.662 pkt: 2709 | received
5.662 ACK: 2694 | sent
5.663 pkt: 2710 | received
5.663 ACK: 2694 | sent
5.664 pkt: 2711 | received
5.664 ACK: 2694 | sent
5.667 pkt: 2712 | received
5.667 ACK: 2694 | sent
5.667 pkt: 2713 | received
5.667 ACK: 2694 | sent
5.668 pkt: 2714 | received
5.669 ACK: 2694 | sent
5.669 pkt: 2715 | received
5.669 ACK: 2694 | sent
5.671 pkt: 2716 | received
5.671 ACK: 2694 | sent
5.671 pkt: 2717 | received
5.671 ACK: 2694 | sent
5.673 pkt: 2718 | received
5.673 ACK: 2694 | sent
5.674 pkt: 2719 | received
5.674 ACK: 2694 | sent
5.675 pkt: 2720 | received
5.675 ACK: 2694 | sent
5.676 pkt: 2721 | received
5.676 ACK: 2694 | sent
5.677 pkt: 2722 | received
5.677 ACK: 2694 | sent
5.678 pkt: 2691 | received
5.678 ACK: 2694 | sent
5.680 pkt: 2691 | received
5.680 ACK: 2694 | sent
5.681 pkt: 2691 | received
5.681 ACK: 2694 | sent
5.682 pkt: 2691 | received
5.682 ACK: 2694 | sent
5.683 pkt: 2691 | received
5.683 ACK: 2694 | sent
5.684 pkt: 2691 | received
5.684 ACK: 2694 | sent
5.686 pkt: 2723 | received
5.686 ACK: 2694 | sent
5.687 pkt: 2724 | received
5.687 ACK: 2694 | sent
5.688 pkt: 2725 | received
5.688 ACK: 2694 | sent
5.689 pkt: 2726 | received
5.689 ACK: 2694 | sent
5.690 pkt: 2695 | received
5.690 ACK: 2726 | sent
5.691 pkt: 2695 | received
5.691 ACK: 2726 | sent
5.692 pkt: 2695 | received
5.692 ACK: 2726 | sent
5.694 pkt: 2695 | received
5.694 ACK: 2726 | sent
5.695 pkt: 2695 | received
5.695 ACK: 2726 | sent
5.696 pkt: 2695 | received
5.696 ACK: 2726 | sent
5.697 pkt: 2695 | received
5.697 ACK: 2726 | sent
5.699 pkt: 2695 | received
5.699 ACK: 2726 | sent
5.699 pkt: 2695 | received
5.699 ACK: 2726 | sent
5.703 pkt: 2695 | received
5.703 ACK: 2726 | sent
5.703 pkt: 2695 | received
5.703 ACK: 2726 | sent
5.703 pkt: 2695 | received
5.703 ACK: 2726 | sent
5.704 pkt: 2695 | received
5.704 ACK: 2726 | sent
5.705 pkt: 2695 | received
5.705 ACK: 2726 | sent
5.706 pkt: 2695 | received
5.706 ACK: 2726 | sent
5.708 pkt: 2695 | received
5.708 ACK: 2726 | sent
5.709 pkt: 2695 | received
5.709 ACK: 2726 | sent
5.710 pkt: 2695 | received
5.710 ACK: 2726 | sent
5.711 pkt: 2727 | received
5.711 ACK: 2727 | sent
5.712 pkt: 2728 | received
5.712 ACK: 2728 | sent
5.713 pkt: 2729 | received
5.714 ACK: 2729 | sent
5.715 pkt: 2730 | received
5.716 ACK: 2730 | sent
5.716 pkt: 2731 | received
5.716 ACK: 2731 | sent
5.719 pkt: 2732 | received
5.720 ACK: 2732 | sent
5.720 pkt: 2733 | received
5.720 ACK: 2733 | sent
5.721 pkt: 2734 | received
5.721 ACK: 2734 | sent
5.722 pkt: 2736 | received
5.722 ACK: 2734 | sent
5.723 pkt: 2737 | received
5.723 ACK: 2734 | sent
5.724 pkt: 2738 | received
5.724 ACK: 2734 | sent
5.725 pkt: 2739 | received
5.726 ACK: 2734 | sent
5.727 pkt: 2740 | received
5.727 ACK: 2734 | sent
5.728 pkt: 2741 | received
5.728 ACK: 2734 | sent
5.729 pkt: 2742 | received
5.729 ACK: 2734 | sent
5.730 pkt: 2743 | received
5.730 ACK: 2734 | sent
5.731 pkt: 2744 | received
5.731 ACK: 2734 | sent
5.732 pkt: 2745 | received
5.732 ACK: 2734 | sent
5.734 pkt: 2746 | received
5.734 ACK: 2734 | sent
5.735 pkt: 2748 | received
5.735 ACK: 2734 | sent
5.736 pkt: 2749 | received
5.736 ACK: 2734 | sent
5.737 pkt: 2750 | received
5.737 ACK: 2734 | sent
5.738 pkt: 2751 | received
5.738 ACK: 2734 | sent
5.739 pkt: 2752 | received
5.739 ACK: 2734 | sent
5.741 pkt: 2753 | received
5.741 ACK: 2734 | sent
5.742 pkt: 2754 | received
5.742 ACK: 2734 | sent
5.743 pkt: 2755 | received
5.743 ACK: 2734 | sent
5.744 pkt: 2756 | received
5.744 ACK: 2734 | sent
5.745 pkt: 2757 | received
5.745 ACK: 2734 | sent
5.747 pkt: 2758 | received
5.747 ACK: 2734 | sent
5.747 pkt: 2727 | received
5.747 ACK: 2734 | sent
5.749 pkt: 2727 | received
5.749 ACK: 2734 | sent
5.750 pkt: 2727 | received
5.750 ACK: 2734 | sent
5.751 pkt: 2727 | received
5.751 ACK: 2734 | sent
5.753 pkt: 2727 | received
5.753 ACK: 2734 | sent
5.753 pkt: 2727 | received
5.753 ACK: 2734 | sent
5.755 pkt: 2727 | received
5.756 ACK: 2734 | sent
5.756 pkt: 2727 | received
5.756 ACK: 2734 | sent
5.761 pkt: 2759 | received
5.761 ACK: 2734 | sent
5.761 pkt: 2760 | received
5.762 ACK: 2734 | sent
5.762 pkt: 2761 | received
5.762 ACK: 2734 | sent
5.763 pkt: 2762 | received
5.764 ACK: 2734 | sent
5.764 pkt: 2763 | received
5.765 ACK: 2734 | sent
5.765 pkt: 2764 | received
5.766 ACK: 2734 | sent
5.767 pkt: 2765 | received
5.767 ACK: 2734 | sent
5.768 pkt: 2766 | received
5.768 ACK: 2734 | sent
5.770 pkt: 2735 | received
5.770 ACK: 2746 | sent
5.770 pkt: 2735 | received
5.770 ACK: 2746 | sent
5.772 pkt: 2735 | received
5.772 ACK: 2746 | sent
5.772 pkt: 2735 | received
5.772 ACK: 2746 | sent
5.783 pkt: 2735 | received
5.784 ACK: 2746 | sent
5.784 pkt: 2735 | received
5.784 ACK: 2746 | sent
5.784 pkt: 2735 | received
5.784 ACK: 2746 | sent
5.786 pkt: 2735 | received
5.786 ACK: 2746 | sent
5.797 pkt: 2735 | received
5.797 ACK: 2746 | sent
5.797 pkt: 2735 | received
5.797 ACK: 2746 | sent
5.798 pkt: 2735 | received
5.798 ACK: 2746 | sent
5.818 pkt: 2735 | received
5.819 ACK: 2746 | sent
5.819 pkt: 2735 | received
5.819 ACK: 2746 | sent
5.819 pkt: 2735 | received
5.819 ACK: 2746 | sent
5.820 pkt: 2735 | received
5.820 ACK: 2746 | sent
5.821 pkt: 2735 | received
5.821 ACK: 2746 | sent
5.823 pkt: 2735 | received
5.823 ACK: 2746 | sent
5.823 pkt: 2767 | received
5.823 ACK: 2746 | sent
5.824 pkt: 2768 | received
5.824 ACK: 2746 | sent
5.828 pkt: 2769 | received
5.828 ACK: 2746 | sent
5.828 pkt: 2770 | received
5.828 ACK: 2746 | sent
5.828 pkt: 2771 | received
5.828 ACK: 2746 | sent
5.829 pkt: 2772 | received
5.829 ACK: 2746 | sent
5.830 pkt: 2773 | received
5.830 ACK: 2746 | sent
5.831 pkt: 2774 | received
5.831 ACK: 2746 | sent
5.832 pkt: 2775 | received
5.832 ACK: 2746 | sent
5.834 pkt: 2776 | received
5.834 ACK: 2746 | sent
5.836 pkt: 2777 | received
5.836 ACK: 2746 | sent
5.836 pkt: 2778 | received
5.836 ACK: 2746 | sent
5.838 pkt: 2747 | received
5.839 ACK: 2778 | sent
5.839 pkt: 2747 | received
5.840 ACK: 2778 | sent
5.840 pkt: 2747 | received
5.840 ACK: 2778 | sent
5.841 pkt: 2747 | received
5.841 ACK: 2778 | sent
5.845 pkt: 2747 | received
5.845 ACK: 2778 | sent
5.845 pkt: 2747 | received
5.845 ACK: 2778 | sent
5.851 pkt: 2747 | received
5.851 ACK: 2778 | sent
5.851 pkt: 2747 | received
5.851 ACK: 2778 | sent
5.852 pkt: 2747 | received
5.852 ACK: 2778 | sent
5.853 pkt: 2747 | received
5.853 ACK: 2778 | sent
5.854 pkt: 2747 | received
5.854 ACK: 2778 | sent
5.855 pkt: 2747 | received
5.855 ACK: 2778 | sent
5.876 pkt: 2747 | received
5.878 ACK: 2778 | sent
5.878 pkt: 2747 | received
5.878 ACK: 2778 | sent
5.878 pkt: 2779 | received
5.878 ACK: 2779 | sent
5.879 pkt: 2780 | received
5.879 ACK: 2780 | sent
5.884 pkt: 2781 | received
5.884 ACK: 2781 | sent
5.885 pkt: 2782 | received
5.885 ACK: 2782 | sent
5.885 pkt: 2783 | received
5.885 ACK: 2783 | sent
5.887 pkt: 2784 | received
5.887 ACK: 2784 | sent
5.889 pkt: 2785 | received
5.889 ACK: 2785 | sent
5.889 pkt: 2786 | received
5.889 ACK: 2786 | sent
5.890 pkt: 2787 | received
5.890 ACK: 2787 | sent
5.891 pkt: 2788 | received
5.891 ACK: 2788 | sent
5.893 pkt: 2789 | received
5.893 ACK: 2789 | sent
5.893 pkt: 2790 | received
5.893 ACK: 2790 | sent
5.895 pkt: 2791 | received
5.895 ACK: 2791 | sent
5.896 pkt: 2792 | received
5.896 ACK: 2792 | sent
5.896 pkt: 2793 | received
5.896 ACK: 2793 | sent
5.898 pkt: 2794 | received
5.898 ACK: 2794 | sent
5.900 pkt: 2795 | received
5.900 ACK: 2795 | sent
5.900 pkt: 2796 | received
5.900 ACK: 2796 | sent
5.901 pkt: 2797 | received
5.902 ACK: 2797 | sent
5.902 pkt: 2798 | received
5.902 ACK: 2798 | sent
5.904 pkt: 2799 | received
5.904 ACK: 2799 | sent
5.904 pkt: 2800 | received
5.905 ACK: 2800 | sent
5.906 pkt: 2802 | received
5.906 ACK: 2800 | sent
5.907 pkt: 2803 | received
5.907 ACK: 2800 | sent
5.908 pkt: 2804 | received
5.908 ACK: 2800 | sent
5.909 pkt: 2805 | received
5.909 ACK: 2800 | sent
5.910 pkt: 2806 | received
5.911 ACK: 2800 | sent
5.912 pkt: 2807 | received
5.912 ACK: 2800 | sent
5.913 pkt: 2808 | received
5.913 ACK: 2800 | sent
5.914 pkt: 2809 | received
5.914 ACK: 2800 | sent
5.915 pkt: 2810 | received
5.915 ACK: 2800 | sent
5.916 pkt: 2779 | received
5.916 ACK: 2800 | sent
5.917 pkt: 2779 | received
5.918 ACK: 2800 | sent
5.919 pkt: 2779 | received
5.919 ACK: 2800 | sent
5.920 pkt: 2779 | received
5.920 ACK: 2800 | sent
5.921 pkt: 2779 | received
5.921 ACK: 2800 | sent
5.922 pkt: 2779 | received
5.922 ACK: 2800 | sent
5.923 pkt: 2811 | received
5.923 ACK: 2800 | sent
5.925 pkt: 2812 | received
5.925 ACK: 2800 | sent
5.926 pkt: 2813 | received
5.926 ACK: 2800 | sent
5.927 pkt: 2814 | received
5.927 ACK: 2800 | sent
5.928 pkt: 2815 | received
5.928 ACK: 2800 | sent
5.929 pkt: 2816 | received
5.929 ACK: 2800 | sent
5.931 pkt: 2817 | received
5.931 ACK: 2800 | sent
5.931 pkt: 2818 | received
5.931 ACK: 2800 | sent
5.933 pkt: 2819 | received
5.933 ACK: 2800 | sent
5.934 pkt: 2820 | received
5.934 ACK: 2800 | sent
5.935 pkt: 2821 | received
5.935 ACK: 2800 | sent
5.936 pkt: 2822 | received
5.936 ACK: 2800 | sent
5.938 pkt: 2823 | received
5.938 ACK: 2800 | sent
5.938 pkt: 2824 | received
5.938 ACK: 2800 | sent
5.940 pkt: 2825 | received
5.940 ACK: 2800 | sent
5.941 pkt: 2826 | received
5.941 ACK: 2800 | sent
5.942 pkt: 2827 | received
5.942 ACK: 2800 | sent
5.943 pkt: 2828 | received
5.943 ACK: 2800 | sent
5.944 pkt: 2829 | received
5.944 ACK: 2800 | sent
5.945 pkt: 2830 | received
5.945 ACK: 2800 | sent
5.946 pkt: 2831 | received
5.946 ACK: 2800 | sent
5.947 pkt: 2832 | received
5.947 ACK: 2800 | sent
5.949 pkt: 2801 | received
5.949 ACK: 2832 | sent
5.951 pkt: 2801 | received
5.951 ACK: 2832 | sent
5.951 pkt: 2801 | received
5.951 ACK: 2832 | sent
5.952 pkt: 2801 | received
5.952 ACK: 2832 | sent
5.953 pkt: 2801 | received
5.953 ACK: 2832 | sent
5.954 pkt: 2801 | received
5.954 ACK: 2832 | sent
5.956 pkt: 2801 | received
5.956 ACK: 2832 | sent
5.956 pkt: 2801 | received
5.956 ACK: 2832 | sent
5.958 pkt: 2801 | received
5.958 ACK: 2832 | sent
5.959 pkt: 2801 | received
5.959 ACK: 2832 | sent
5.961 pkt: 2801 | received
5.961 ACK: 2832 | sent
5.961 pkt: 2801 | received
5.961 ACK: 2832 | sent
5.963 pkt: 2801 | received
5.963 ACK: 2832 | sent
5.964 pkt: 2801 | received
5.964 ACK: 2832 | sent
5.965 pkt: 2801 | received
5.965 ACK: 2832 | sent
5.966 pkt: 2801 | received
5.966 ACK: 2832 | sent
5.967 pkt: 2801 | received
5.967 ACK: 2832 | sent
5.969 pkt: 2833 | received
5.969 ACK: 2833 | sent
5.969 pkt: 2834 | received
5.969 ACK: 2834 | sent
5.971 pkt: 2835 | received
5.971 ACK: 2835 | sent
5.972 pkt: 2836 | received
5.972 ACK: 2836 | sent
5.973 pkt: 2837 | received
5.973 ACK: 2837 | sent
5.974 pkt: 2838 | received
5.974 ACK: 2838 | sent
5.976 pkt: 2839 | received
5.976 ACK: 2839 | sent
5.976 pkt: 2840 | received
5.976 ACK: 2840 | sent
5.978 pkt: 2841 | received
5.978 ACK: 2841 | sent
5.978 pkt: 2842 | received
5.978 ACK: 2842 | sent
5.980 pkt: 2843 | received
5.980 ACK: 2843 | sent
5.981 pkt: 2844 | received
5.981 ACK: 2844 | sent
5.982 pkt: 2845 | received
5.982 ACK: 2845 | sent
5.983 pkt: 2846 | received
5.983 ACK: 2846 | sent
5.984 pkt: 2847 | received
5.984 ACK: 2847 | sent
5.987 pkt: 2848 | received
5.987 ACK: 2848 | sent
5.987 pkt: 2849 | received
5.987 ACK: 2849 | sent
5.988 pkt: 2850 | received
5.988 ACK: 2850 | sent
5.989 pkt: 2851 | received
5.989 ACK: 2851 | sent
5.990 pkt: 2852 | received
5.990 ACK: 2852 | sent
5.991 pkt: 2853 | received
5.991 ACK: 2853 | sent
5.992 pkt: 2854 | received
5.992 ACK: 2854 | sent
5.994 pkt: 2856 | received
5.994 ACK: 2854 | sent
5.995 pkt: 2857 | received
5.995 ACK: 2854 | sent
5.996 pkt: 2858 | received
5.996 ACK: 2854 | sent
5.997 pkt: 2859 | received
5.997 ACK: 2854 | sent
5.998 pkt: 2860 | received
5.998 ACK: 2854 | sent
5.999 pkt: 2861 | received
5.999 ACK: 2854 | sent
